A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
19288	5.355162000572	-0.298039008531005	2.01635446822003	2.31439347675103	0	3.83319256867281	5.24983475467681	0.989091073484278	0.00230230590400643	0.000336360112197649	0	1	1	19288	Ptx3	chr3
66880	4.86727454040425	-0.0784482848241916	-0.27112075822957	-0.192672473405379	0	0	0	0.999986572006159	0.999907053639312	0.999967105851177	0	0	0	66880	Rsrc1	chr3
17349	3.54117868422902	-0.141690859903265	-1.10390515215602	-0.962214292252759	0	-0.478847548749964	0	0.99779996608999	0.322167074286105	0.568382452076727	0	0	0	17349	Mlf1	chr3
28030	5.1951403092974	0.541781828238881	0.227500987162122	-0.314280841076759	0	0	0	0.990034257664151	0.999509658719967	0.999126315022441	0	0	0	28030	Gfm1	chr3
17035	4.18085581363799	0.518335188348009	0.885537464138754	0.367202275790746	0	0	0	0.987850434187937	0.733226762636287	0.996880607009328	0	0	0	17035	Lxn	chr3
109222	-3.31497353662795	5.6945183952255	4.55717808397755	-1.13734031124796	7.29839195261013	5.62643058031725	-0.194852177163261	3.58874377940921e-05	0.000219835044682576	0.432805024129097	1	1	0	109222	Rarres1	chr3
66868	6.03212327457179	0.211383645543973	0.107801005318193	-0.10358264022578	0	0	0	0.999946139321739	0.999982099496211	0.999989311750588	0	0	0	66868	Mfsd1	chr3
30953	-2.02490382398587	5.11972372411197	5.54615919510301	0.426435470991036	7.04401727981344	7.81323924444377	0	4.57292939792813e-05	2.15466094814301e-05	0.825036119845221	1	1	0	30953	Schip1	chr3
545531	3.3097566282705	0.603768458836171	0.140927645128059	-0.462840813708112	0	0	0	0.980385322854135	0.999802585588839	0.995705110975483	0	0	0	545531	Gm5848	NA
68725	-0.609733789341188	-1.04978486990823	0.77427636277224	1.82406123268047	-0.103203787197519	0	1.58336711515109	0.461386416096682	0.658069630521552	0.0754629475852131	0	0	0	68725	1110032F04Rik	chr3
68259	4.56523935186441	1.60303991607387	1.20356871000063	-0.399471206073247	2.96192237715785	1.03928262417248	0	0.00862132725777476	0.163904509502001	0.992070992418762	1	0	0	68259	Ift80	chr3
70099	5.96491878535409	1.19358184003897	1.43042081045216	0.236838970413197	0.997980699518629	2.22220432918879	0	0.173154113542662	0.0277971879302364	0.998681066550973	0	0	0	70099	Smc4	chr3
66949	4.31186469021099	1.54247474443089	1.63921327289152	0.0967385284606261	2.63204142087737	3.15136284701899	0	0.0144964016071011	0.0064218657637077	0.999266007114336	0	1	0	66949	Trim59	chr3
16649	7.4133759862531	-0.317231940555664	0.139062264935267	0.456294205490931	0	0	0	0.997969231996108	0.999572103019991	0.995386207376796	0	0	0	16649	Kpna4	chr3
242083	4.14517629713164	0.60381520272803	-0.415917128906609	-1.01973233163464	0	0	-0.136606404883286	0.984754544292572	0.99841828323558	0.447288150678134	0	0	0	242083	Ppm1l	chr3
26879	0.237416524019218	0.81910010327599	2.62032255166834	1.80122244839235	0	4.02049440785131	1.9819364261845	0.690221377493059	0.00176181432819315	0.0406829913088826	0	1	0	26879	B3galnt1	chr3
97112	5.77036298172358	-0.00587543938656054	0.568570278073439	0.57444571746	0	0	0	0.999903043574259	0.945623770018686	0.951939044274744	0	0	0	97112	Nmd3	chr3
12038	1.4131664508949	-2.59595232026408	-1.02842591539379	1.56752640487029	-4.29634806971743	-0.0722639029934848	1.67221252523829	0.00119192125676745	0.472423800222462	0.0657300475110537	-1	0	0	12038	Bche	chr3
56426	4.41638131926501	-0.471424277852613	-0.0680711399956726	0.40335313785694	0	0	0	0.993732724852867	0.999861307585761	0.997327928969707	0	0	0	56426	Pdcd10	chr3
20713	-0.0715825692296605	2.20269152012952	3.05261882432064	0.84992730419112	3.85150600265843	6.2430697010441	0	0.00224303642042872	0.00010378657775908	0.660992823429242	1	1	0	20713	Serpini1	chr3
73124	7.39483505651469	0.496921590422495	2.04363014330001	1.54670855287752	0	4.38680795566645	2.50908996650691	0.966701524082048	0.00104826324819177	0.01762002992966	0	1	0	73124	Golim4	chr3
76089	5.40204907006009	0.0157698061348635	0.229387747691427	0.213617941556564	0	0	0	0.999945695816754	0.998741017060923	0.999175558933942	0	0	0	76089	Rapgef2	chr3
329679	5.04558070573867	-0.130983743485557	0.496118917484919	0.627102660970476	0	0	0	0.998025385658505	0.969791454527799	0.934357314110656	0	0	0	329679	Fnip2	chr3
67738	5.21950648137504	0.76686672948627	0.91208144843981	0.14521471895354	0	0	0	0.91237251704844	0.705538838271512	0.999819695172661	0	0	0	67738	Ppid	chr3
66841	6.16990117568345	0.639003004921222	0.842324314579785	0.203321309658563	0	0	0	0.993004550746381	0.894300845338709	0.999967909021611	0	0	0	66841	Etfdh	chr3
75939	1.56476945029174	2.05583351532111	2.38950436440479	0.333670849083681	3.58826524613642	4.68058837763661	0	0.00330676007374398	0.000703958315731986	0.967683362303307	1	1	0	75939	4930579G24Rik	chr3
70652	2.07647314351801	-1.40842759488198	-0.399989147178419	1.00843844770356	-1.49193980309714	0	0.0321617944004336	0.0862423970226297	0.967028729004883	0.487572640734335	0	0	0	70652	Tmem144	chr3
68659	1.42138035290873	2.94353845422432	3.4107279679923	0.467189513767974	4.62319455118133	5.84965275487231	0	0.000764212843087523	0.000163995225790525	0.867986401250567	1	1	0	68659	Fam198b	chr3
14658	1.0404713862352	3.92811436087616	4.66455552288265	0.736441162006492	10.6854634051329	12.6525402613057	0	1.87456496850961e-06	4.98906503948281e-07	0.78581963308303	1	1	0	14658	Glrb	chr3
54635	6.42148736182817	0.749616755217741	1.69994595253444	0.950329197316703	0	4.18821588147799	0	0.915602221762184	0.00138245648559889	0.621589298756542	0	1	0	54635	Pdgfc	chr3
229445	4.54274928933684	0.150320327372521	-0.390741110655919	-0.54106143802844	0	0	0	0.999882412431548	0.999070670347097	0.995874381989109	0	0	0	229445	Ctso	chr3
54195	1.84374236222596	3.70801039909731	4.58230858307743	0.874298183980123	11.144824267782	13.9549030989799	0	1.34154756781032e-06	2.26975432780346e-07	0.668336807674609	1	1	0	54195	Gucy1b1	chr3
60596	1.45786300266128	2.15496847239597	3.43299107809326	1.27802260569729	2.98238607875436	5.7180946179408	0.625752037433117	0.00836444061230396	0.000191732216789171	0.274483993413306	1	1	0	60596	Gucy1a1	chr3
213582	1.62800273796885	3.32975213954383	4.48870238036366	1.15895024081983	7.99122461011542	10.8489155771304	0.463813353075435	1.73056162243568e-05	1.68219117619162e-06	0.327408919660632	1	1	0	213582	Map9	chr3
79235	-1.77352769140911	3.09329653446147	1.88594033433094	-1.20735620013053	4.49216367060939	2.14751410777454	-0.435565247130126	0.000915103918623304	0.031336732561267	0.337837698237587	1	0	0	79235	Lrat	chr3
99571	7.85332431717285	-1.24329908996455	-3.74566209640026	-2.50236300643571	-0.758070607839657	-8.30144597114406	-4.858822079383	0.234668817353632	1.30767506574155e-05	0.000556221920687693	0	-1	-1	99571	Fgg	chr3
100862155	-3.49837203739882	-3.48238224215177	-4.62831913231406	-1.1459368901623	-2.60674437222572	-3.96117861861445	-0.184370602324039	0.0157675270884278	0.00202634276977363	0.441850137994574	0	-1	0	100862155	NA	NA
110135	5.35089708960516	-5.83685626101714	-7.60413984126984	-1.7672835802527	-10.8771448357656	-14.7991187471774	-2.52954030672453	1.70690196965549e-06	1.53626835714685e-07	0.0170622365064862	-1	-1	0	110135	Fgb	chr3
53317	6.30886102357502	-0.0909575335225021	-1.01639686514621	-0.925439331623709	0	-0.12260284539771	0	0.999957394619128	0.45265964270207	0.716051125331645	0	0	0	53317	Plrg1	chr3
100038599	-1.86658561473016	4.28235572783027	4.17052799392063	-0.111827733909633	7.31866029821131	7.58189035553918	0	3.37984497415509e-05	2.59747212794192e-05	0.972972589402634	1	1	0	100038599	Gm10710	NA
20319	4.15664679299677	-1.58180162182066	1.12019178484749	2.70199340666816	-3.96556554272809	0.736233421492705	11.1396793271689	0.00189899058328711	0.240871387150188	1.33347295969807e-06	-1	0	1	20319	Sfrp2	chr3
24088	6.20282459819031	-0.678521505756893	1.14140701404885	1.81992851980575	0	0.544459230974943	3.36632599926558	0.875534758270705	0.300187925707529	0.00461883632581029	0	0	0	24088	Tlr2	chr3
229473	6.12015969548647	-0.171747019922384	0.314654725391228	0.486401745313612	0	0	0	0.999945600467968	0.999779005060083	0.999068600110499	0	0	0	229473	Tmem131l	chr3
76915	1.62160042651575	0.673522041508214	1.62199228544024	0.948470243932021	0	2.65949975661731	0	0.910934639968307	0.0138800144460299	0.583884589687986	0	0	0	76915	Mnd1	chr3
80890	5.58521976766842	-0.711595088075766	-0.852247650708494	-0.140652562632727	0	0	0	0.978775518681391	0.874327948445648	0.999978598192392	0	0	0	80890	Trim2	chr3
624713	-2.55376521941866	-0.0588615405981239	0.478507112746757	0.537368653344881	0	0	0	0.977263748052427	0.797303150446665	0.771242694452445	0	0	0	624713	Gm6525	chr3
229474	6.0635080072784	0.988964176172245	1.68737150691693	0.698407330744689	0	3.96041175903333	0	0.524766051734259	0.00191322073957185	0.950388885620786	0	1	0	229474	Fhdc1	chr3
99889	6.0064725161883	0.0749593525856582	0.013752745389688	-0.0612066071959703	0	0	0	0.999989425052843	0.999998234118386	0.999994846382324	0	0	0	99889	Arfip1	chr3
320782	2.87862238925073	0.811704119576803	1.81013301604464	0.998428896467841	0	2.78834993439583	0	0.743410243924248	0.011325956812889	0.502134928821859	0	1	0	320782	Tmem154	chr3
50754	5.79400957619061	-0.648309920137264	0.210190278068804	0.858500198206068	0	0	0	0.973278947065741	0.999564517908692	0.816849720207549	0	0	0	50754	Fbxw7	chr3
654362	-3.00858375968616	-0.497104205664038	1.42250829943218	1.91961250509622	0	0.692022535974969	1.57141194434734	0.815814461704642	0.25573886719139	0.0770292551909316	0	0	0	654362	Fbxw7as1	NA
229487	3.60570280814621	-0.420246706859783	-1.1575281640617	-0.737281457201912	0	-1.00446921390847	0	0.996354483741668	0.171674373457429	0.939912070379619	0	0	0	229487	Gatb	chr3
229488	6.47259086951055	-2.13907878918096	-2.60757914356812	-0.468500354387158	-5.93554570500575	-8.34039368583526	0	0.000146743370758245	1.24729927826375e-05	0.991709669555616	-1	-1	0	229488	Fam160a1	chr3
320302	3.90306025236092	-1.79115399491914	-1.84488742492627	-0.0537334300071217	-4.02493059670503	-4.34619434817179	0	0.00174379594502542	0.00110854321446948	0.999865031374311	-1	-1	0	320302	Glt28d2	chr3
27059	7.38320260161491	0.724223386926752	-0.56332821134168	-1.28755159826843	0	0	-2.2128428097587	0.959010847596977	0.993068352202668	0.028212697223564	0	0	0	27059	Sh3d19	chr3
20091	8.02870167385519	-0.253674319649004	-0.0190802174311138	0.234594102217891	0	0	0	0.999906977274192	0.999996743447369	0.999956329841069	0	0	0	20091	Rps3a1	chr3
19870	-0.817519269430886	-0.138488154379478	0.561624454532682	0.70011260891216	0	0	0	0.980035171949503	0.850356820237673	0.770249436717369	0	0	0	19870	Snord73a	chr3
19871	-0.467313586936406	-0.437667751066684	0.251968798348359	0.689636549415042	0	0	0	0.902706527024024	0.954810491582558	0.771919081121021	0	0	0	19871	Rnu73b	chr3
80877	7.0819167581493	-1.05260815882869	-1.46032600393754	-0.407717845108849	-0.46391209891993	-4.03652478768077	0	0.327278162985441	0.00171488753463117	0.999774543415398	0	-1	0	80877	Lrba	chr3
70762	0.433312874028505	-2.516605294449	-1.21781015784547	1.29879513660353	-4.0152464455742	-0.551839526996102	0.878482143501421	0.00177337382097027	0.297965290620229	0.202174888584227	-1	0	0	70762	Dclk2	chr3
12480	-0.75920261559474	-0.144225389276345	0.576877309064733	0.721102698341078	0	0	0	0.963713504326581	0.790327198466862	0.707340684709194	0	0	0	12480	Cd1d2	chr3
12479	3.5260863923742	-1.29182563357302	-0.633901190257524	0.6579244433155	-1.25338257829961	0	0	0.122001721027679	0.920839272270294	0.921879736710315	0	0	0	12479	Cd1d1	chr3
170643	5.29544454639204	4.78033108430662	4.93760719801932	0.157276113712697	20.6375309006745	21.6784431128174	0	9.42421204132682e-09	6.3111607285719e-09	0.999334781539653	1	1	0	170643	Kirrel	chr3
100042355	2.80600274707238	0.455739115628013	0.028677552665672	-0.427061562962341	0	0	0	0.997038541997738	0.999982711794666	0.998126757945797	0	0	0	100042355	Gm10705	NA
80891	-2.60523139360339	2.05780128537077	2.21162151758713	0.153820232216363	1.39095381617425	1.59068235438522	0	0.101831834384989	0.0756958114105438	0.933573355355585	0	0	0	80891	Fcrls	chr3
27049	6.7039784696468	-0.365786827683197	-0.0876174726320862	0.27816935505111	0	0	0	0.999379286024297	0.99996174704657	0.999837448252791	0	0	0	27049	Etv3	chr3
546801	-0.843793205338496	-0.303700560793303	-0.566743952950068	-0.263043392156766	0	0	0	0.953706394631609	0.867056098196778	0.968158931915222	0	0	0	546801	Etv3l	NA
213498	6.13189516281141	0.1247801356797	0.238127273549635	0.113347137869935	0	0	0	0.999916361874247	0.999751428528275	0.999953517054667	0	0	0	213498	Arhgef11	chr3
625281	-1.55360675820286	-0.714984598927684	-0.590094869782892	0.124889729144791	0	0	0	0.747868125897074	0.83476893278567	0.98348648705236	0	0	0	625281	Gm6570	NA
74485	-1.33562619575706	-0.508900772060865	0.234279278029362	0.743180050090227	0	0	0	0.890180936076893	0.96703834345766	0.750683464196737	0	0	0	74485	Lrrc71	chr3
73182	2.28479456366048	1.22020987845038	1.8490294581037	0.628819579653322	1.15722601567961	4.36335066439395	0	0.139593563916588	0.00108250709498149	0.949573724263213	0	1	0	73182	Pear1	chr3
94315	5.38742563385861	0.497854365059355	0.500142265239012	0.00228790017965697	0	0	0	0.996405651141222	0.996455291603189	0.999998956605836	0	0	0	94315	Prcc	chr3
15191	7.50322291385879	-0.0394123883127619	-0.166485193852389	-0.127072805539627	0	0	0	0.999987751892177	0.999927378566958	0.999972803042457	0	0	0	15191	Hdgf	chr3
67707	5.36798351865557	0.0529446304600318	-0.237857921438465	-0.290802551898497	0	0	0	0.999989762420466	0.999919270504983	0.999902985384782	0	0	0	67707	Mrpl24	chr3
229503	3.74014102468425	-0.433279551888798	-0.241033220862447	0.192246331026351	0	0	0	0.992490546994977	0.998517633774008	0.99922226127091	0	0	0	229503	Rrnad1	chr3
229504	6.03288911674838	0.0540862898141015	0.338759990702711	0.284673700888609	0	0	0	0.999961847157683	0.999230999397706	0.999687540743489	0	0	0	229504	Isg20l2	chr3
12904	4.97496730004521	-1.58989535360953	-0.314497648473394	1.27539770513614	-3.14209807426807	0	1.54236645731128	0.00651436063994386	0.996632134269438	0.0799777017247386	-1	0	0	12904	Crabp2	chr3
18008	4.86023973280254	0.267531956981998	1.5898625919954	1.32233063501341	0	3.93031446328399	2.22966158868494	0.999600985938096	0.00199819371479019	0.0274696964552571	0	1	0	18008	Nes	chr3
66614	4.16569465563856	-0.213022328875128	0.412620911791706	0.625643240666833	0	0	0	0.998810823578041	0.993360257925211	0.964197133531369	0	0	0	66614	Gpatch4	chr3
246703	5.32439971868684	-0.028168308987655	-0.429432893704564	-0.401264584716909	0	0	0	0.999992257922479	0.999206672140047	0.999564261596153	0	0	0	246703	Naxe	chr3
404710	3.91502494587197	2.25614828446045	1.91068835945891	-0.345459925001544	5.11385345130353	3.86474978814776	0	0.000399446469726168	0.00219825666815247	0.986282500976552	1	1	0	404710	Iqgap3	chr3
100502914	-1.26026078647339	-2.39260010423182	-1.08134004497197	1.31126005925985	-3.401196246044	-0.189619685845622	0.844429301469832	0.00439263259064402	0.427626170578407	0.211072234615963	-1	0	0	100502914	Gm19451	NA
17261	6.23111971958293	-0.809654488492533	-0.102920479379744	0.706734009112789	0	0	0	0.873189159354519	0.999863750841117	0.961684086712412	0	0	0	17261	Mef2d	chr3
76642	3.18403821627694	-0.55404959047883	-0.0831418173397576	0.470907773139072	0	0	0	0.985526673915277	0.999800315839561	0.994291030556979	0	0	0	76642	1700113A16Rik	chr3
99870	-1.94856908532964	-0.738744532460675	-0.679474679496755	0.0592698529639195	0	0	0	0.742754806737631	0.789161370387496	0.993913781921378	0	0	0	99870	AW047730	NA
58176	1.53479383285504	-3.469549529161	-2.41770972574199	1.051839803419	-9.30344779220195	-5.22273028747473	0.23956227591404	5.46351255374592e-06	0.000348178600747963	0.408225346978665	-1	-1	0	58176	Rhbg	chr3
76927	0.309191031265402	-0.542691080490104	-0.331997937664541	0.210693142825563	0	0	0	0.933892752590513	0.980969794182982	0.992722359714659	0	0	0	76927	Tsacc	chr3
12462	7.80414068042096	0.67766770460436	0.368080006665832	-0.309587697938528	0	0	0	0.985121549726954	0.999596384013807	0.999879186938664	0	0	0	12462	Cct3	chr3
56700	6.36610283081279	-0.384681322097681	-0.786350462153237	-0.401669140055557	0	0	0	0.999806478950423	0.959197236199771	0.999853077181595	0	0	0	56700	Glmp	chr3
71913	4.09568253397453	-2.60463938986429	-2.9126718125698	-0.308032422705509	-8.39476910313696	-10.1205073595223	0	1.1875543330937e-05	2.83155605702277e-06	0.998926741024388	-1	-1	0	71913	Tmem79	chr3
229512	6.88948013626555	-0.114532376955539	0.0102694624456436	0.124801839401183	0	0	0	0.999983060850176	0.99999870833992	0.999988975255049	0	0	0	229512	Smg5	chr3
68957	2.62709154584499	-0.937474587762749	0.0850915265497516	1.0225661143125	0	0	0.0627834441893682	0.566724485307112	0.989189818750738	0.475918675140523	0	0	0	68957	Paqr6	chr3
12095	3.08255346028743	-7.01979895472102	-4.60150602730864	2.41829292741238	-17.8092946477805	-10.4848926092095	6.66118692473846	3.34917218854076e-08	2.20439878454857e-06	6.52414142539174e-05	-1	-1	1	12095	Bglap3	chr3
12097	-0.747257380571383	-6.44406598363544	-3.85461419183779	2.58945179179765	-12.4864655412529	-6.30623664849674	5.3383537985933	5.81710573621141e-07	9.79326956297244e-05	0.000301548974179621	-1	-1	1	12097	Bglap2	chr3
12096	-1.56758812671139	-6.17595509385482	-3.81734061747368	2.35861447638114	-9.2423150557097	-4.84707055186502	3.31224679818654	6.13482438726896e-06	0.000576741739400237	0.00502907643439933	-1	-1	0	12096	Bglap	chr3
67037	3.82682115033105	1.17461633095206	0.67252264437904	-0.502093686573018	0.944595066200184	0	0	0.18568688519125	0.951291272352423	0.987924369707317	0	0	0	67037	Pmf1	chr3
229517	4.55081312787615	0.0683664941915625	-0.325320282275178	-0.39368677646674	0	0	0	0.999936330543697	0.999284684195428	0.998794936817117	0	0	0	229517	Slc25a44	chr3
20351	5.62779448583425	1.10906274290047	0.432609164566375	-0.676453578334094	0.87682581081015	0	0	0.202540783452931	0.999277035403621	0.988202592119559	0	0	0	20351	Sema4a	chr3
16905	11.4021235790427	-0.68552939268076	-0.728504661909431	-0.0429752692286716	0	0	0	0.946167635627547	0.920566490437188	0.999930557810007	0	0	0	16905	Lmna	chr3
72640	5.30501704122561	1.34557990441077	1.04893420261234	-0.296645701798425	1.81878396695286	0.262170863929677	0	0.0524290804442982	0.39976999085342	0.997832783173719	0	0	0	72640	Mex3a	chr3
53868	5.4782249354831	-3.41126110771895	-3.71745751871284	-0.306196410993891	-13.8094477993077	-15.5534871230283	0	2.42185895546293e-07	9.30518903466503e-08	0.99926416411968	-1	-1	0	53868	Rab25	chr3
83409	4.75094021545544	-0.216861025329345	-0.827225751694502	-0.610364726365157	0	0	0	0.999699298012714	0.868743927935274	0.989261449553748	0	0	0	83409	Lamtor2	chr3
94232	6.47616022485364	-0.433875032999363	-0.0469782005455777	0.386896832453785	0	0	0	0.999182555033428	0.99998840997467	0.999686672131506	0	0	0	94232	Ubqln4	chr3
66256	7.14050401580011	-0.187895422518237	-0.107839109429605	0.0800563130886323	0	0	0	0.999704159021086	0.999866286769962	0.999944513414581	0	0	0	66256	Ssr2	chr3
16800	6.46944512291912	-0.507948324860772	-1.08637680398928	-0.578428479128513	0	-0.646139630169128	0	0.997149344233327	0.267763407037723	0.995479499306308	0	0	0	16800	Arhgef2	chr3
74200	6.56344622864434	-0.096746703401303	0.315712890234928	0.412459593636231	0	0	0	0.999527648805602	0.996725777458207	0.994937013285216	0	0	0	74200	Khdc4	chr3
19769	4.299175111891	-1.4724257006374	-1.30555057936554	0.166875121271865	-3.08382307966848	-2.00173144162205	0	0.00712973811812769	0.0393890007319942	0.999872055419053	-1	0	0	19769	Rit1	chr3
229521	2.25764931119393	2.60195849726038	1.86502520226045	-0.736933294999929	6.48452754885774	3.85867625337806	0	7.90906369706842e-05	0.00221764594887025	0.836512253478726	1	1	0	229521	Syt11	chr3
100302730	4.17147777069688	-0.0950881389258762	-0.391226833530273	-0.296138694604397	0	0	0	0.999920220467373	0.998809556870338	0.999595691139454	0	0	0	100302730	5830417I10Rik	chr3
319830	1.82905614875791	-0.842049735682508	-0.973255543907197	-0.131205808224689	0	0	0	0.759552548097956	0.549310957441568	0.999182708028491	0	0	0	319830	1500004A13Rik	chr3
76022	5.77100067542285	-0.509644240980608	-0.696557560963334	-0.186913319982726	0	0	0	0.995719454666802	0.967514944392452	0.99988055411366	0	0	0	76022	Gon4l	chr3
229524	4.06715670660774	0.119002552985465	-0.102293357959267	-0.221295910944732	0	0	0	0.999651169312883	0.999755130339729	0.999309473853819	0	0	0	229524	Msto1	chr3
65111	5.84624676768767	0.0830803640234388	-0.257065880217541	-0.340146244240979	0	0	0	0.999976452703558	0.999861359782876	0.999787098850274	0	0	0	65111	Dap3	chr3
192195	7.82807200389995	-0.482954481066066	-0.177889282330447	0.305065198735619	0	0	0	0.996027402909347	0.999774625357109	0.999559510818841	0	0	0	192195	Ash1l	chr3
72296	3.75023643533073	-0.957813576574805	-0.890946831814746	0.0668667447600599	0	0	0	0.589339952024735	0.720513886949991	0.999861505624041	0	0	0	72296	Rusc1	chr3
110196	3.01175581881795	0.175908111035455	-0.493523047320631	-0.669431158356086	0	0	0	0.998875003199284	0.98830674491658	0.946077619520915	0	0	0	110196	Fdps	chr3
15168	-0.634721097775323	0.642625758250196	1.0485392565496	0.405913498299407	0	0.112815948049077	0	0.790292758427772	0.457051118044561	0.900676113944638	0	0	0	15168	Hcn3	chr3
12748	5.37753718155602	-0.154906215922418	-0.358651417458841	-0.203745201536423	0	0	0	0.997061476255689	0.987578030399569	0.996850278855655	0	0	0	12748	Clk2	chr3
24045	5.17327531209015	0.699399050990159	0.218189411695255	-0.481209639294905	0	0	0	0.986381840425625	0.999960649619849	0.999444458188872	0	0	0	24045	Scamp3	chr3
68521	3.13241993599832	1.95686898725026	1.11413611206611	-0.842732875184154	5.84674109341439	0.762679125648981	0	0.000162754815648422	0.233318014718842	0.818804346021839	1	0	0	68521	Fam189b	chr3
14466	5.02150457963612	-1.05542890836954	-0.861323766795969	0.194105141573574	-0.495100368936087	0	0	0.316642142955342	0.875945721381351	0.999979053344753	0	0	0	14466	Gba	chr3
17827	4.89060649488241	0.0587044203709848	-0.257181008747204	-0.315885429118189	0	0	0	0.999985113433176	0.999880482417797	0.999833276202528	0	0	0	17827	Mtx1	chr3
21827	2.98715843673129	0.415639297776053	0.256261427114559	-0.159377870661494	0	0	0	0.984238211505042	0.995800070720477	0.997919587870641	0	0	0	21827	Thbs3	chr3
17829	5.1025833007564	-5.70939381968167	-3.91093745768594	1.79845636199573	-15.9485509843428	-9.84539882031872	3.44309100361038	7.92559968472237e-08	3.55083008359303e-06	0.00411095092339495	-1	-1	0	17829	Muc1	chr3
360213	3.80081558887619	-4.43692106989154	-3.07979744330911	1.35712362658243	-10.3790487645471	-6.18744053204657	1.38953826506389	2.37782339284884e-06	0.000110546049554195	0.100291126295745	-1	-1	0	360213	Trim46	chr3
66059	5.2739230942799	-0.133774739357139	-0.135825641237604	-0.00205090188046508	0	0	0	0.999765795468346	0.999771486906173	0.999997934773985	0	0	0	66059	Krtcap2	chr3
68563	3.49949107807618	0.0582011519120482	-0.464735251500021	-0.522936403412069	0	0	0	0.999909116712135	0.996111636032034	0.993300537336925	0	0	0	68563	Dpm3	chr3
19729	5.06879413000552	-0.101950800418277	-1.07539094599152	-0.973440145573242	0	-0.562283086174595	0	0.999939926885901	0.294342326568416	0.579240737378685	0	0	0	19729	Slc50a1	chr3
13636	6.43579542992449	-1.37441251557945	-1.31423796015651	0.0601745554229431	-3.16635276109768	-2.65447043189437	0	0.00627450299387418	0.0139897511121726	0.999993586984506	-1	0	0	13636	Efna1	chr3
13638	-0.764551586295866	3.93157896014156	2.07443748958315	-1.85714147055841	4.22274826151205	1.89197334314469	-1.21849087651677	0.00135777760683635	0.0470572221425358	0.129812803000034	1	0	0	13638	Efna3	chr3
13639	2.26880333190352	0.711738283611948	-0.220487759757027	-0.932226043368975	0	0	0	0.75866690125866	0.973042407459625	0.5692344783472	0	0	0	13639	Efna4	chr3
11490	6.37602379720496	-0.00943062604239309	-0.71979268849342	-0.710362062451027	0	0	0	0.99999831851311	0.977566437550288	0.984852564334665	0	0	0	11490	Adam15	chr3
77772	-0.306304054151144	-0.224013135395178	-1.31079053296816	-1.08677739757298	0	-0.94782500122753	-0.271438451801048	0.975036481198606	0.184952550378563	0.396394928474625	0	0	0	77772	Dcst1	chr3
329702	-0.358934931287881	-0.934699273505318	-2.36451922126304	-1.42981994775773	0	-3.38118628122507	-1.14962352120214	0.558651867405781	0.00452716225210598	0.141145194785741	0	-1	0	329702	Dcst2	NA
22724	5.10842872047384	-2.24047555997773	-2.92027496607141	-0.679799406093684	-7.03313385936464	-10.9708524359116	0	4.40690670797199e-05	1.50575180842898e-06	0.964716460459523	-1	-1	0	22724	Zbtb7b	chr3
545539	0.0760909364908749	-1.60324199819647	-1.91266808704229	-0.309426088845822	-1.68600888230364	-2.61880337712229	0	0.0643675931195683	0.0148154596779448	0.973883061768423	0	0	0	545539	Gm15417	chr3
57275	0.450968005829774	-1.13485193811869	-1.59911382834438	-0.46426189022569	-0.445092482742388	-2.05669817090653	0	0.333821991063339	0.0361289899729691	0.959900145936062	0	0	0	57275	Lenep	chr3
319945	3.83883662783322	-1.16734044998828	-1.66659166987227	-0.499251219883986	-1.12390587087871	-4.60988083231259	0	0.146149812712167	0.000772891586565319	0.997444986982131	0	-1	0	319945	Flad1	chr3
54124	4.27561645177829	0.948614509347869	1.25814092547325	0.309526416125377	0	1.03725429434673	0	0.579588951235017	0.164355053654528	0.988918698588792	0	0	0	54124	Cks1b	chr3
20416	6.55282211692329	-0.417395885760314	-0.480488166835094	-0.0630922810747805	0	0	0	0.999730184838958	0.99942703378744	0.999996753383826	0	0	0	20416	Shc1	chr3
68911	5.17305679216373	0.481199816043402	0.383968721968242	-0.09723109407516	0	0	0	0.998517116453612	0.999524183797653	0.999979188814643	0	0	0	68911	Pygo2	chr3
229534	7.50577390590953	1.50109466680808	0.911326952215071	-0.589767714593012	2.91122594782256	0	0	0.0093331530018969	0.689542370343364	0.984875404763705	1	0	0	229534	Pbxip1	chr3
68603	4.03202589714497	-0.284510892612285	0.129572318759441	0.414083211371726	0	0	0	0.999420187478836	0.999859591773436	0.998343232192193	0	0	0	68603	Pmvk	chr3
140493	-0.704765752012044	-0.66057210341754	0.745677824908557	1.4062499283261	0	0	0.907269076455325	0.76988024566037	0.702146230406231	0.19512609859921	0	0	0	140493	Kcnn3	chr3
56417	6.00481332818702	-0.283986550103906	-0.654406530090733	-0.370419979986827	0	0	0	0.999824725552106	0.98889352326878	0.999729130163103	0	0	0	56417	Adar	chr3
11444	0.167933676381427	-0.322341482841861	-1.21757659097358	-0.89523510813172	0	-0.802293541994209	0	0.977709261569106	0.222313577531562	0.648573726541855	0	0	0	11444	Chrnb2	chr3
70093	5.95305274095036	0.0553496136176443	-0.381330071456168	-0.436679685073813	0	0	0	0.999991703223217	0.999717971290052	0.999642323406211	0	0	0	70093	Ube2q1	chr3
